date,signal_date,gross_return,turnover,cost,net_return,equity,drawdown,sector_target_exposure,mapped_equity_exposure,mapping_coverage,etf_count
20180214,20180213,0.0009936012082190082,0.0,0.0,0.0009936012082190082,1.0054291417165668,0.0,0.0,0.0,1.0,1
20180222,20180214,0.00017867069006594072,0.0,0.0,0.00017867069006594072,1.0056087824351296,0.0,0.0,0.0,1.0,1
20180223,20180222,3.969750501187086e-05,0.0,0.0,3.969750501187086e-05,1.0056487025948104,0.0,0.0,0.0,1.0,1
20180226,20180223,0.0002580235396860697,0.0,0.0,0.0002580235396860697,1.0059081836327346,0.0,0.0,0.0,1.0,1
20180227,20180226,7.937137868063715e-05,0.0,0.0,7.937137868063715e-05,1.0059880239520957,0.0,0.0,0.0,1.0,1
20180228,20180227,0.00012896825396846445,0.0,0.0,0.00012896825396846445,1.006117764471058,0.0,0.0,0.0,1.0,1
20180301,20180228,0.00012895162330228693,0.0,0.0,0.00012895162330228693,1.0062475049900197,0.0,0.0,0.0,1.0,1
20180302,20180301,0.0002380338404777138,0.0,0.0,0.0002380338404777138,1.0064870259481036,0.0,0.0,0.0,1.0,1
20180305,20180302,0.00018839861179986706,0.0,0.0,0.00018839861179986706,1.0066766467065869,0.0,0.0,0.0,1.0,1
20180306,20180305,0.00014870772982766844,0.0,0.0,0.00014870772982766844,1.0068263473053891,0.0,0.0,0.0,1.0,1
20180307,20180306,4.956187304228088e-05,0.0,0.0,4.956187304228088e-05,1.00687624750499,0.0,0.0,0.0,1.0,1
20180308,20180307,0.00010903071692669464,0.0,0.0,0.00010903071692669464,1.0069860279441119,0.0,0.0,0.0,1.0,1
20180309,20180308,0.00022794846382545586,0.0,0.0,0.00022794846382545586,1.0072155688622755,0.0,0.0,0.0,1.0,1
20180312,20180309,1.9817088275253525e-05,0.0,0.0,1.9817088275253525e-05,1.0072355289421158,0.0,0.0,0.0,1.0,1
20180313,20180312,0.00016844191231091266,0.0,0.0,0.00016844191231091266,1.0074051896207583,0.0,0.0,0.0,1.0,1
20180314,20180313,0.00013869350716277928,0.0,0.0,0.00013869350716277928,1.0075449101796408,0.0,0.0,0.0,1.0,1
20180315,20180314,0.00019810610562998043,2.220446049250313e-16,4.440892098500626e-19,0.00019810610562998043,1.0077445109780439,0.0,0.2999999999999997,0.0,0.0,1
